project_id,mp_name,constituency,state,district,work_type,latitude,longitude,recommended_date,sanction_date,completion_date,status,allocated_amount,sanctioned_amount,expenditure_reported,unspent_balance,vendor_name,vendor_reg_no,vendor_pan,vendor_registration_date,contract_amount,has_photo,photo_urls,uc_text
MPLAD-UT-2024-1107,Shri Ravi Shankar,Varanasi (UP-77),Uttar Pradesh,Varanasi,Deep Borewell & Drinking Water Supply,25.379141,83.042776,2023-04-30,2023-05-21,2023-10-29,Completed,2150446.52,2149269.23,2082080.17,67189.06,Om Shakti Roadways,REG-GJ-99120,HIJKL8901N,2018-09-30,2044834.9,True,https://mplad-portal.gov.in/photos/geo_proof_107.jpg,"Karya 'Deep Borewell & Drinking Water Supply' at Gram Panchayat Varanasi successfully completed. Total expenditure Rs 2,082,080.17 verified against Sanction Order 2023/MPLAD/107. Site inspection conducted by Junior Engineer PWD on 29-Oct-2023. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-JH-2021-1108,Shri Sanjay Seth,Ranchi (JH-08),Jharkhand,Ranchi,Solar High-Mast Street Lighting,23.270229,85.376383,2023-08-26,2023-09-27,,Ongoing,3640210.32,3278100.83,1087314.28,2190786.55,National Highway Contractors,REG-MH-11209,CDEFG3456H,2021-02-25,3156143.01,False,,"Karya 'Solar High-Mast Street Lighting' at Gram Panchayat Ranchi successfully completed. Total expenditure Rs 1,087,314.28 verified against Sanction Order 2023/MPLAD/108. Site inspection conducted by Junior Engineer PWD on 07-Jun-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-MA-2022-1109,Shri Rajesh Patil,Pune (MH-34),Maharashtra,Pune,Model Digital Library & Smart Class,18.508121,73.900888,2022-05-02,2022-06-24,2022-09-23,Completed,3438778.81,3367905.27,3298609.84,69295.43,Trimurti Civil Developers,REG-WB-33219,IJKLM9012P,2015-07-03,3218177.95,True,https://mplad-portal.gov.in/photos/geo_proof_109.jpg,"Karya 'Model Digital Library & Smart Class' at Gram Panchayat Pune successfully completed. Total expenditure Rs 3,298,609.84 verified against Sanction Order 2022/MPLAD/109. Site inspection conducted by Junior Engineer PWD on 23-Sep-2022. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-UT-2023-1110,Shri Ramesh Kumar,Phoolpur (UP-52),Uttar Pradesh,Prayagraj,Community Hall & Cyclone Shelter,25.39451,81.789272,2023-05-30,2023-06-14,2024-01-17,Completed,4494646.01,4129372.38,4157732.65,0.0,Eastern Shelter Builders,REG-OD-22104,JKLMN0123Q,2016-09-09,4030986.89,True,https://mplad-portal.gov.in/photos/geo_proof_110.jpg,"Karya 'Community Hall & Cyclone Shelter' at Gram Panchayat Prayagraj successfully completed. Total expenditure Rs 4,157,732.65 verified against Sanction Order 2023/MPLAD/110. Site inspection conducted by Junior Engineer PWD on 17-Jan-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-MA-2024-1111,Shri Rajesh Patil,Pune (MH-34),Maharashtra,Pune,Community Hall & Cyclone Shelter,18.529064,73.839173,2023-08-21,2023-09-10,2024-04-19,Completed,3113116.71,3034453.42,2932563.16,101890.26,Trimurti Civil Developers,REG-WB-33219,IJKLM9012P,2021-08-27,2892981.07,True,https://mplad-portal.gov.in/photos/geo_proof_111.jpg,"Karya 'Community Hall & Cyclone Shelter' at Gram Panchayat Pune successfully completed. Total expenditure Rs 2,932,563.16 verified against Sanction Order 2023/MPLAD/111. Site inspection conducted by Junior Engineer PWD on 19-Apr-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-JH-2021-1112,Shri Sanjay Seth,Ranchi (JH-08),Jharkhand,Ranchi,Model Digital Library & Smart Class,23.385169,85.250946,2022-12-23,2023-03-17,,Ongoing,1725623.89,1687512.21,819876.39,867635.82,Durga Infratech Projects,REG-JH-77651,LMNOP2345S,2020-02-11,1661810.49,False,,"Karya 'Model Digital Library & Smart Class' at Gram Panchayat Ranchi successfully completed. Total expenditure Rs 819,876.39 verified against Sanction Order 2022/MPLAD/112. Site inspection conducted by Junior Engineer PWD on 10-Aug-2023. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-JH-2022-1113,Shri Sanjay Seth,Ranchi (JH-08),Jharkhand,Ranchi,Solar High-Mast Street Lighting,23.378667,85.380577,2021-03-17,2021-05-08,2021-08-27,Completed,1896288.84,1714606.53,1785485.32,0.0,Shree Balaji Constructions,REG-BR-45210,BCDEF2345G,2015-01-29,1673060.21,True,https://mplad-portal.gov.in/photos/geo_proof_113.jpg,"Karya 'Solar High-Mast Street Lighting' at Gram Panchayat Ranchi successfully completed. Total expenditure Rs 1,785,485.32 verified against Sanction Order 2021/MPLAD/113. Site inspection conducted by Junior Engineer PWD on 27-Aug-2021. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-MA-2023-1114,Shri Suresh Patel,Indore (MP-26),Madhya Pradesh,Indore,Road Construction & Culverts,22.670177,75.834816,2021-04-08,2021-06-04,2021-10-11,Completed,3076134.22,3042138.79,3092729.56,0.0,Surya Power & Solar Ltd,REG-DL-44321,KLMNO1234R,2018-05-09,3026112.42,True,https://mplad-portal.gov.in/photos/geo_proof_114.jpg,"Karya 'Road Construction & Culverts' at Gram Panchayat Indore successfully completed. Total expenditure Rs 3,092,729.56 verified against Sanction Order 2021/MPLAD/114. Site inspection conducted by Junior Engineer PWD on 11-Oct-2021. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-WE-2024-1115,Smt. Ananya Sen,Diamond Harbour (WB-21),West Bengal,South 24 Parganas,Drainage Canal Paving,22.26289,88.193084,2021-06-19,2021-08-27,2021-11-15,Completed,7465687.15,6853841.6,6567279.98,286561.62,Bharat Engineering Associates,REG-TN-66543,FGHIJ6789L,2017-05-01,6546309.01,True,https://mplad-portal.gov.in/photos/geo_proof_115.jpg,"Karya 'Drainage Canal Paving' at Gram Panchayat South 24 Parganas successfully completed. Total expenditure Rs 6,567,279.98 verified against Sanction Order 2021/MPLAD/115. Site inspection conducted by Junior Engineer PWD on 15-Nov-2021. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-MA-2021-1116,Shri Suresh Patel,Indore (MP-26),Madhya Pradesh,Indore,Drainage Canal Paving,22.754426,75.804363,2023-06-29,2023-08-27,2024-02-17,Completed,6590260.23,6163579.97,6470277.11,0.0,Eastern Shelter Builders,REG-OD-22104,JKLMN0123Q,2022-01-11,5940013.17,True,https://mplad-portal.gov.in/photos/geo_proof_116.jpg,"Karya 'Drainage Canal Paving' at Gram Panchayat Indore successfully completed. Total expenditure Rs 6,470,277.11 verified against Sanction Order 2023/MPLAD/116. Site inspection conducted by Junior Engineer PWD on 17-Feb-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-UT-2022-1117,Smt. Priya Sharma,Allahabad (UP-53),Uttar Pradesh,Prayagraj,Public Sanitation Complex & Toilets,25.437894,81.886284,2021-11-24,2021-12-12,,Ongoing,5246622.1,4951852.61,1735584.77,3216267.84,Bharat Engineering Associates,REG-TN-66543,FGHIJ6789L,2016-12-20,4762690.7,False,,"Karya 'Public Sanitation Complex & Toilets' at Gram Panchayat Prayagraj successfully completed. Total expenditure Rs 1,735,584.77 verified against Sanction Order 2021/MPLAD/117. Site inspection conducted by Junior Engineer PWD on 18-Mar-2022. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-OD-2023-1118,Shri Pinaki Mishra,Puri (OD-17),Odisha,Puri,Public Sanitation Complex & Toilets,19.738682,85.77575,2023-07-11,2023-09-11,2024-02-13,Completed,1038198.0,948673.68,918034.83,30638.85,Eastern Shelter Builders,REG-OD-22104,JKLMN0123Q,2021-06-07,916152.46,True,https://mplad-portal.gov.in/photos/geo_proof_118.jpg,"Karya 'Public Sanitation Complex & Toilets' at Gram Panchayat Puri successfully completed. Total expenditure Rs 918,034.83 verified against Sanction Order 2023/MPLAD/118. Site inspection conducted by Junior Engineer PWD on 13-Feb-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-UT-2024-1119,Shri Ramesh Kumar,Phoolpur (UP-52),Uttar Pradesh,Prayagraj,Solar High-Mast Street Lighting,25.438639,81.912467,2021-08-30,2021-10-17,2022-07-02,Completed,3623911.79,3622594.54,3467275.78,155318.76,Om Shakti Roadways,REG-GJ-99120,HIJKL8901N,2019-06-20,3607466.39,True,https://mplad-portal.gov.in/photos/geo_proof_119.jpg,"Karya 'Solar High-Mast Street Lighting' at Gram Panchayat Prayagraj successfully completed. Total expenditure Rs 3,467,275.78 verified against Sanction Order 2021/MPLAD/119. Site inspection conducted by Junior Engineer PWD on 02-Jul-2022. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-BI-2021-1120,Shri Arvind Singh,Patna Sahib (BR-30),Bihar,Patna,School Classroom & Lab Building,25.541725,85.171739,2021-06-29,2021-08-23,2022-04-10,Completed,954573.55,910870.44,943546.2,0.0,Om Shakti Roadways,REG-GJ-99120,HIJKL8901N,2018-09-20,904100.94,True,https://mplad-portal.gov.in/photos/geo_proof_120.jpg,"Karya 'School Classroom & Lab Building' at Gram Panchayat Patna successfully completed. Total expenditure Rs 943,546.20 verified against Sanction Order 2021/MPLAD/120. Site inspection conducted by Junior Engineer PWD on 10-Apr-2022. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-JH-2022-1121,Shri Sanjay Seth,Ranchi (JH-08),Jharkhand,Ranchi,Anganwadi & Nutritious Meal Center,23.299979,85.387221,2021-10-12,2021-11-26,2022-08-15,Completed,3026275.67,2896835.02,2841107.91,55727.11,Trimurti Civil Developers,REG-WB-33219,IJKLM9012P,2019-12-29,2894374.44,True,https://mplad-portal.gov.in/photos/geo_proof_121.jpg,"Karya 'Anganwadi & Nutritious Meal Center' at Gram Panchayat Ranchi successfully completed. Total expenditure Rs 2,841,107.91 verified against Sanction Order 2021/MPLAD/121. Site inspection conducted by Junior Engineer PWD on 15-Aug-2022. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-UT-2023-1122,Smt. Priya Sharma,Allahabad (UP-53),Uttar Pradesh,Prayagraj,Community Health Center Expansion,25.515735,81.881319,2023-12-13,2024-02-18,2024-10-31,Completed,4524303.56,4128574.84,3968442.27,160132.57,Green Valley Infrastructure,REG-KA-55432,GHIJK7890M,2017-04-29,3937455.89,True,https://mplad-portal.gov.in/photos/geo_proof_122.jpg,"Karya 'Community Health Center Expansion' at Gram Panchayat Prayagraj successfully completed. Total expenditure Rs 3,968,442.27 verified against Sanction Order 2023/MPLAD/122. Site inspection conducted by Junior Engineer PWD on 31-Oct-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-OD-2024-1123,Shri Pinaki Mishra,Puri (OD-17),Odisha,Puri,Solar High-Mast Street Lighting,19.835867,85.780314,2021-09-22,2021-12-01,,Sanctioned,887889.95,810125.1,30990.42,779134.68,Trimurti Civil Developers,REG-WB-33219,IJKLM9012P,2017-04-15,776288.49,False,,"Karya 'Solar High-Mast Street Lighting' at Gram Panchayat Puri successfully completed. Total expenditure Rs 30,990.42 verified against Sanction Order 2021/MPLAD/123. Site inspection conducted by Junior Engineer PWD on 07-Jun-2022. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-UT-2021-1124,Shri Ravi Shankar,Varanasi (UP-77),Uttar Pradesh,Varanasi,Deep Borewell & Drinking Water Supply,25.389197,82.976924,2022-08-05,2022-08-30,2023-01-01,Completed,7194461.39,6672467.99,6680827.97,0.0,Bharat Engineering Associates,REG-TN-66543,FGHIJ6789L,2019-11-19,6543832.24,False,,"Karya 'Deep Borewell & Drinking Water Supply' at Gram Panchayat Varanasi successfully completed. Total expenditure Rs 6,680,827.97 verified against Sanction Order 2022/MPLAD/124. Site inspection conducted by Junior Engineer PWD on 01-Jan-2023. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-TA-2022-1125,Shri D. Kathir Anand,Vellore (TN-08),Tamil Nadu,Salem,Model Digital Library & Smart Class,11.611692,78.165917,2022-11-23,2023-02-18,,Ongoing,698614.42,631929.01,351719.99,280209.02,National Highway Contractors,REG-MH-11209,CDEFG3456H,2019-09-17,618556.48,False,,"Karya 'Model Digital Library & Smart Class' at Gram Panchayat Salem successfully completed. Total expenditure Rs 351,719.99 verified against Sanction Order 2022/MPLAD/125. Site inspection conducted by Junior Engineer PWD on 29-Apr-2023. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-JH-2023-1126,Shri Sanjay Seth,Ranchi (JH-08),Jharkhand,Ranchi,Model Digital Library & Smart Class,23.362997,85.234446,2022-08-17,2022-10-09,2023-04-10,Completed,6151445.2,5786106.27,5664370.86,121735.41,Green Valley Infrastructure,REG-KA-55432,GHIJK7890M,2017-02-22,5696020.52,True,https://mplad-portal.gov.in/photos/geo_proof_126.jpg,"Karya 'Model Digital Library & Smart Class' at Gram Panchayat Ranchi successfully completed. Total expenditure Rs 5,664,370.86 verified against Sanction Order 2022/MPLAD/126. Site inspection conducted by Junior Engineer PWD on 10-Apr-2023. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-WE-2024-1127,Smt. Ananya Sen,Diamond Harbour (WB-21),West Bengal,South 24 Parganas,Drainage Canal Paving,22.169431,88.132987,2022-10-16,2022-12-14,2023-05-25,Completed,3093781.39,2958165.86,2844232.29,113933.57,Pioneer Civil Works,REG-RJ-77412,DEFGH4567J,2019-03-11,2879252.73,True,https://mplad-portal.gov.in/photos/geo_proof_127.jpg,"Karya 'Drainage Canal Paving' at Gram Panchayat South 24 Parganas successfully completed. Total expenditure Rs 2,844,232.29 verified against Sanction Order 2022/MPLAD/127. Site inspection conducted by Junior Engineer PWD on 25-May-2023. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-BI-2021-1128,Shri Arvind Singh,Patna Sahib (BR-30),Bihar,Patna,School Classroom & Lab Building,25.560534,85.119064,2023-05-07,2023-06-22,,Sanctioned,6194344.93,6153308.35,1109331.4,5043976.95,Apex Infra Buildtech Pvt Ltd,REG-UP-98213,AABCA1234F,2020-09-27,5904048.32,False,,"Karya 'School Classroom & Lab Building' at Gram Panchayat Patna successfully completed. Total expenditure Rs 1,109,331.40 verified against Sanction Order 2023/MPLAD/128. Site inspection conducted by Junior Engineer PWD on 29-Mar-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-WE-2022-1129,Smt. Ananya Sen,Diamond Harbour (WB-21),West Bengal,South 24 Parganas,Community Hall & Cyclone Shelter,22.194802,88.159366,2021-02-17,2021-03-15,2021-08-22,Completed,7266806.41,6696467.06,6467959.24,228507.82,Om Shakti Roadways,REG-GJ-99120,HIJKL8901N,2015-01-13,6378565.81,True,https://mplad-portal.gov.in/photos/geo_proof_129.jpg,"Karya 'Community Hall & Cyclone Shelter' at Gram Panchayat South 24 Parganas successfully completed. Total expenditure Rs 6,467,959.24 verified against Sanction Order 2021/MPLAD/129. Site inspection conducted by Junior Engineer PWD on 22-Aug-2021. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-MA-2023-1130,Shri Suresh Patel,Indore (MP-26),Madhya Pradesh,Indore,Community Hall & Cyclone Shelter,22.775148,75.846648,2022-06-26,2022-08-26,2023-05-08,Completed,816696.76,739205.12,734057.44,5147.68,Apex Infra Buildtech Pvt Ltd,REG-UP-98213,AABCA1234F,2017-05-01,715643.84,True,https://mplad-portal.gov.in/photos/geo_proof_130.jpg,"Karya 'Community Hall & Cyclone Shelter' at Gram Panchayat Indore successfully completed. Total expenditure Rs 734,057.44 verified against Sanction Order 2022/MPLAD/130. Site inspection conducted by Junior Engineer PWD on 08-May-2023. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-MA-2024-1131,Shri Rajesh Patil,Pune (MH-34),Maharashtra,Pune,Road Construction & Culverts,18.485155,73.934955,2021-09-01,2021-10-02,2021-10-11,Completed,6064280.6,5663483.38,5663483.38,0.0,Trimurti Civil Developers,REG-WB-33219,IJKLM9012P,2015-02-20,5594095.85,True,https://mplad-portal.gov.in/photos/geo_proof_131.jpg,"Work completed as per norms, funds utilized properly as sanctioned in record time."
MPLAD-UT-2021-1132,Shri Ramakant Yadav,Azamgarh (UP-69),Uttar Pradesh,Gorakhpur,Road Construction & Culverts,26.687849,83.315126,2022-11-14,2023-01-28,2023-02-08,Completed,4743823.66,4513988.12,4513988.12,168662.64,Apex Infra Buildtech Pvt Ltd,REG-UP-98213,AABCA1234F,2018-09-11,4426657.82,True,https://mplad-portal.gov.in/photos/geo_proof_132.jpg,"Work completed as per norms, funds utilized properly as sanctioned in record time."
MPLAD-TA-2022-1133,Shri D. Kathir Anand,Vellore (TN-08),Tamil Nadu,Salem,Road Construction & Culverts,11.716826,78.151174,2022-09-06,2022-11-20,2022-11-24,Completed,2818677.16,2567703.44,2567703.44,66374.53,Trimurti Civil Developers,REG-WB-33219,IJKLM9012P,2021-07-24,2478819.54,True,https://mplad-portal.gov.in/photos/geo_proof_133.jpg,"Work completed as per norms, funds utilized properly as sanctioned in record time."
MPLAD-TA-2023-1134,Shri D. Kathir Anand,Vellore (TN-08),Tamil Nadu,Salem,Road Construction & Culverts,11.739031,78.191265,2022-04-12,2022-05-03,2022-05-07,Completed,4169626.33,4053369.99,4053369.99,0.0,Sai Krupa Water Solutions,REG-MP-88321,EFGHI5678K,2018-09-28,3927754.1,True,https://mplad-portal.gov.in/photos/geo_proof_134.jpg,"Work completed as per norms, funds utilized properly as sanctioned in record time."
MPLAD-UT-2024-1135,Shri Ramesh Kumar,Phoolpur (UP-52),Uttar Pradesh,Prayagraj,Road Construction & Culverts,25.373383,81.76933,2022-10-05,2022-12-12,2022-12-18,Completed,1927241.78,1831230.35,1831230.35,929.99,Durga Infratech Projects,REG-JH-77651,LMNOP2345S,2021-03-29,1782849.74,True,https://mplad-portal.gov.in/photos/geo_proof_135.jpg,"Work completed as per norms, funds utilized properly as sanctioned in record time."
MPLAD-GU-2021-1136,Smt. Darshana Jardosh,Surat (GJ-24),Gujarat,Surat,Road Construction & Culverts,21.123375,72.803108,2023-09-07,2023-11-28,2023-12-09,Completed,1712276.97,1697230.19,1697230.19,60247.41,Trimurti Civil Developers,REG-WB-33219,IJKLM9012P,2019-11-25,1642434.01,True,https://mplad-portal.gov.in/photos/geo_proof_136.jpg,"Work completed as per norms, funds utilized properly as sanctioned in record time."
MPLAD-TA-2022-1137,Shri D. Kathir Anand,Vellore (TN-08),Tamil Nadu,Salem,Road Construction & Culverts,11.737474,78.110641,2022-09-04,2022-10-17,2022-10-23,Completed,5434306.56,5265973.43,5265973.43,2656150.51,Pioneer Civil Works,REG-RJ-77412,DEFGH4567J,2018-10-15,5129006.36,False,,"Work completed as per norms, funds utilized properly as sanctioned in record time."
MPLAD-MA-2023-1138,Shri Suresh Patel,Indore (MP-26),Madhya Pradesh,Indore,Road Construction & Culverts,22.74786,75.838451,2023-03-20,2023-05-18,2023-05-22,Completed,2533168.56,2352713.32,2352713.32,974831.44,Eastern Shelter Builders,REG-OD-22104,JKLMN0123Q,2017-06-08,2275822.36,False,,"Work completed as per norms, funds utilized properly as sanctioned in record time."
MPLAD-KA-2024-1139,Shri Tejasvi Surya,Bengaluru South (KA-26),Karnataka,Bengaluru Urban,Road Construction & Culverts,12.968253,77.546931,2022-07-10,2022-10-04,2022-10-14,Completed,1264586.07,1231819.5,1231819.5,60227.76,Durga Infratech Projects,REG-JH-77651,LMNOP2345S,2019-03-04,1173355.22,True,https://mplad-portal.gov.in/photos/geo_proof_139.jpg,"Work completed as per norms, funds utilized properly as sanctioned in record time."
MPLAD-KA-2021-1140,Shri Tejasvi Surya,Bengaluru South (KA-26),Karnataka,Bengaluru Urban,Road Construction & Culverts,12.907632,77.567447,2023-08-26,2023-09-22,2023-09-29,Completed,536270.12,512156.87,512156.87,168171.9,Apex Infra Buildtech Pvt Ltd,REG-UP-98213,AABCA1234F,2017-06-30,496969.05,False,,"Work completed as per norms, funds utilized properly as sanctioned in record time."
MPLAD-WE-2022-1141,Smt. Ananya Sen,Diamond Harbour (WB-21),West Bengal,South 24 Parganas,Deep Borewell & Drinking Water Supply,22.166387,88.213344,2021-07-03,2021-09-29,2022-01-26,Completed,5561823.75,5526600.38,5740589.6,0.0,Sai Krupa Water Solutions,REG-MP-88321,EFGHI5678K,2018-09-17,5298646.01,True,https://mplad-portal.gov.in/photos/geo_proof_141.jpg,"Karya 'Deep Borewell & Drinking Water Supply' at Gram Panchayat South 24 Parganas successfully completed. Total expenditure Rs 5,740,589.60 verified against Sanction Order 2021/MPLAD/141. Site inspection conducted by Junior Engineer PWD on 26-Jan-2022. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-UT-2023-1142,Shri Ravi Shankar,Varanasi (UP-77),Uttar Pradesh,Varanasi,Road Construction & Culverts,25.363674,82.92371,2022-08-16,2022-09-04,2022-11-05,Completed,4719480.76,4685715.16,4514946.5,170768.66,Green Valley Infrastructure,REG-KA-55432,GHIJK7890M,2015-12-04,4557876.92,True,https://mplad-portal.gov.in/photos/geo_proof_142.jpg,"Karya 'Road Construction & Culverts' at Gram Panchayat Varanasi successfully completed. Total expenditure Rs 4,514,946.50 verified against Sanction Order 2022/MPLAD/142. Site inspection conducted by Junior Engineer PWD on 05-Nov-2022. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-WE-2024-1143,Smt. Ananya Sen,Diamond Harbour (WB-21),West Bengal,South 24 Parganas,Solar High-Mast Street Lighting,22.189883,88.14085,2021-08-19,2021-10-15,,Ongoing,5037997.37,4896227.2,1496451.93,3399775.27,Trimurti Civil Developers,REG-WB-33219,IJKLM9012P,2017-07-03,4733944.73,False,,"Karya 'Solar High-Mast Street Lighting' at Gram Panchayat South 24 Parganas successfully completed. Total expenditure Rs 1,496,451.93 verified against Sanction Order 2021/MPLAD/143. Site inspection conducted by Junior Engineer PWD on 24-Jan-2022. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-TA-2021-1144,Shri D. Kathir Anand,Vellore (TN-08),Tamil Nadu,Salem,Deep Borewell & Drinking Water Supply,11.682053,78.168196,2023-04-11,2023-06-19,2023-12-27,Completed,3305832.73,3006782.18,3149962.37,0.0,National Highway Contractors,REG-MH-11209,CDEFG3456H,2022-05-19,2928223.09,True,https://mplad-portal.gov.in/photos/geo_proof_144.jpg,"Karya 'Deep Borewell & Drinking Water Supply' at Gram Panchayat Salem successfully completed. Total expenditure Rs 3,149,962.37 verified against Sanction Order 2023/MPLAD/144. Site inspection conducted by Junior Engineer PWD on 27-Dec-2023. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-MA-2022-1145,Shri Suresh Patel,Indore (MP-26),Madhya Pradesh,Indore,Public Sanitation Complex & Toilets,22.711078,75.820419,2022-11-07,2022-12-30,,Ongoing,580050.14,559962.04,323158.26,236803.78,Pioneer Civil Works,REG-RJ-77412,DEFGH4567J,2020-09-14,533703.3,False,,"Karya 'Public Sanitation Complex & Toilets' at Gram Panchayat Indore successfully completed. Total expenditure Rs 323,158.26 verified against Sanction Order 2022/MPLAD/145. Site inspection conducted by Junior Engineer PWD on 27-Jul-2023. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-WE-2023-1146,Smt. Ananya Sen,Diamond Harbour (WB-21),West Bengal,South 24 Parganas,Community Health Center Expansion,22.179867,88.190403,2022-09-29,2022-10-29,,Sanctioned,2565263.2,2466404.48,135114.94,2331289.54,National Highway Contractors,REG-MH-11209,CDEFG3456H,2020-03-16,2359555.99,False,,"Karya 'Community Health Center Expansion' at Gram Panchayat South 24 Parganas successfully completed. Total expenditure Rs 135,114.94 verified against Sanction Order 2022/MPLAD/146. Site inspection conducted by Junior Engineer PWD on 09-Jun-2023. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-WE-2024-1147,Smt. Ananya Sen,Diamond Harbour (WB-21),West Bengal,South 24 Parganas,Model Digital Library & Smart Class,22.181535,88.197878,2023-08-23,2023-11-14,,Ongoing,2028881.36,1876201.02,1129277.55,746923.47,Bharat Engineering Associates,REG-TN-66543,FGHIJ6789L,2021-11-26,1864299.81,False,,"Karya 'Model Digital Library & Smart Class' at Gram Panchayat South 24 Parganas successfully completed. Total expenditure Rs 1,129,277.55 verified against Sanction Order 2023/MPLAD/147. Site inspection conducted by Junior Engineer PWD on 05-Aug-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-MA-2021-1148,Shri Rajesh Patil,Pune (MH-34),Maharashtra,Pune,Drainage Canal Paving,18.553003,73.789196,2021-08-18,2021-09-09,2022-06-08,Completed,4038409.39,3865848.83,3631890.79,233958.04,Trimurti Civil Developers,REG-WB-33219,IJKLM9012P,2019-07-04,3735979.05,True,https://mplad-portal.gov.in/photos/geo_proof_148.jpg,"Karya 'Drainage Canal Paving' at Gram Panchayat Pune successfully completed. Total expenditure Rs 3,631,890.79 verified against Sanction Order 2021/MPLAD/148. Site inspection conducted by Junior Engineer PWD on 08-Jun-2022. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-KA-2022-1149,Shri Tejasvi Surya,Bengaluru South (KA-26),Karnataka,Bengaluru Urban,Deep Borewell & Drinking Water Supply,12.984904,77.529151,2023-11-12,2024-01-23,2024-10-16,Completed,1423610.38,1340389.62,1331420.34,8969.28,Durga Infratech Projects,REG-JH-77651,LMNOP2345S,2019-08-03,1310820.44,True,https://mplad-portal.gov.in/photos/geo_proof_149.jpg,"Karya 'Deep Borewell & Drinking Water Supply' at Gram Panchayat Bengaluru Urban successfully completed. Total expenditure Rs 1,331,420.34 verified against Sanction Order 2023/MPLAD/149. Site inspection conducted by Junior Engineer PWD on 16-Oct-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-GU-2023-1150,Smt. Darshana Jardosh,Surat (GJ-24),Gujarat,Surat,Road Construction & Culverts,21.130913,72.751582,2022-03-23,2022-06-20,2022-09-06,Completed,2911702.07,2639096.85,2769035.62,0.0,Green Valley Infrastructure,REG-KA-55432,GHIJK7890M,2016-02-10,2630464.73,False,,"Karya 'Road Construction & Culverts' at Gram Panchayat Surat successfully completed. Total expenditure Rs 2,769,035.62 verified against Sanction Order 2022/MPLAD/150. Site inspection conducted by Junior Engineer PWD on 06-Sep-2022. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
